date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:57:56	9364/9364	---MCZ	200	added ('OK')	application/javascript	etag:W/%226197c5cf-2494%22	https://stats.wp.com/s-202208.js	/home/marascientific/websites/sample%20website/stats.wp.com/s-202208.js	(from https://belledenavy.com/)
10:57:56	1399/1399	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Nov%202021%2014:28:37%20GMT	https://belledenavy.com/wp-content/themes/goya/assets/js/vendor/jquery.cookie.min.js?ver=1.4.1	/home/marascientific/websites/sample%20website/belledenavy.com/wp-content/themes/goya/assets/js/vendor/jquery.cookie.min330a.js	(from https://belledenavy.com/)
10:58:01	30158/30158	---MC-	200	added ('OK')	application/json	date:Tue,%2001%20Mar%202022%2007:58:25%20GMT	https://belledenavy.com/wp-json/wp/v2/pages/3687	/home/marascientific/websites/sample%20website/belledenavy.com/wp-json/wp/v2/pages/3687.json	(from https://belledenavy.com/)
10:58:06	804/804	---M-Z	200	added ('OK')	text/xml	date:Tue,%2001%20Mar%202022%2007:58:30%20GMT	https://belledenavy.com/xmlrpc.php?rsd	/home/marascientific/websites/sample%20website/belledenavy.com/xmlrpc0db0.php	(from https://belledenavy.com/)
10:58:08	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Sat,%2020%20Nov%202021%2014:28:38%20GMT	https://belledenavy.com/wp-includes/wlwmanifest.xml	/home/marascientific/websites/sample%20website/belledenavy.com/wp-includes/wlwmanifest.xml	(from https://belledenavy.com/)
10:58:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Mar%202022%2007:58:33%20GMT	https://wp.me/Pduhzy-Xt	/home/marascientific/websites/sample%20website/wp.me/Pduhzy-Xt.1d.delayed	(from https://belledenavy.com/)
10:58:09	1060982/1060982	---MC-	200	added ('OK')	application/json	date:Tue,%2001%20Mar%202022%2007:58:27%20GMT	https://belledenavy.com/wp-json/	/home/marascientific/websites/sample%20website/belledenavy.com/wp-json/index.html	(from https://belledenavy.com/)
10:58:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Mar%202022%2007:58:36%20GMT	https://belledenavy.com/?page_id=3687	/home/marascientific/websites/sample%20website/belledenavy.com/index8121.html	(from https://belledenavy.com/)
10:58:13	2231/2231	---M--	200	added ('OK')	application/json	date:Tue,%2001%20Mar%202022%2007:58:38%20GMT	https://belledenavy.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbelledenavy.com%2F	/home/marascientific/websites/sample%20website/belledenavy.com/wp-json/oembed/1.0/embed2e04.json	(from https://belledenavy.com/)
10:58:16	2325/2325	---M-Z	200	added ('OK')	text/xml	date:Tue,%2001%20Mar%202022%2007:58:41%20GMT	https://belledenavy.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbelledenavy.com%2F&format=xml	/home/marascientific/websites/sample%20website/belledenavy.com/wp-json/oembed/1.0/embed3f7d	(from https://belledenavy.com/)
10:58:17	101516/101516	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2001%20Mar%202022%2007:58:41%20GMT	https://connect.facebook.net/en_US/fbevents.js	/home/marascientific/websites/sample%20website/connect.facebook.net/en_US/fbevents.js	(from https://belledenavy.com/)
10:58:17	506/506	---M--	200	added ('OK')	image/png	etag:%22c0255bc3aa922070%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2021/10/cropped-B-FAVICON.png?fit=32%2C32&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2021/10/cropped-B-FAVICONe43b.png	(from https://belledenavy.com/)
10:58:18	2201/2201	---M--	200	added ('OK')	image/png	etag:%22557268543b31507d%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2021/10/cropped-B-FAVICON.png?fit=192%2C192&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2021/10/cropped-B-FAVICON98d8.png	(from https://belledenavy.com/)
10:58:19	2040/2040	---M--	200	added ('OK')	image/png	etag:%22bd2da2fa5c6b8571%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2021/10/cropped-B-FAVICON.png?fit=180%2C180&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2021/10/cropped-B-FAVICONf9b5.png	(from https://belledenavy.com/)
10:58:21	5256/5256	---M--	200	added ('OK')	font/woff	date:Thu,%2003%20Feb%202022%2019:37:55%20GMT	https://belledenavy.com/wp-content/fonts/jost/92zPtBhPNqw79Ij1E865zBUv7myjJTVFNI4un_HKCEl-Cw.woff	/home/marascientific/websites/sample%20website/belledenavy.com/wp-content/fonts/jost/92zPtBhPNqw79Ij1E865zBUv7myjJTVFNI4un_HKCEl-Cw.woff	(from https://belledenavy.com/)
10:58:22	8296/8296	---M--	200	added ('OK')	font/woff	date:Thu,%2003%20Feb%202022%2019:37:56%20GMT	https://belledenavy.com/wp-content/fonts/jost/92zPtBhPNqw79Ij1E865zBUv7myjJTVPNI4un_HKCEl-Cw.woff	/home/marascientific/websites/sample%20website/belledenavy.com/wp-content/fonts/jost/92zPtBhPNqw79Ij1E865zBUv7myjJTVPNI4un_HKCEl-Cw.woff	(from https://belledenavy.com/)
10:58:23	12708/12708	---M--	200	added ('OK')	font/woff	date:Thu,%2003%20Feb%202022%2019:37:56%20GMT	https://belledenavy.com/wp-content/fonts/jost/92zPtBhPNqw79Ij1E865zBUv7myjJTVBNI4un_HKCEk.woff	/home/marascientific/websites/sample%20website/belledenavy.com/wp-content/fonts/jost/92zPtBhPNqw79Ij1E865zBUv7myjJTVBNI4un_HKCEk.woff	(from https://belledenavy.com/)
10:58:24	9339/9339	---M--	200	added ('OK')	image/png	etag:%22072181eac46ee8ff%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2021/10/cropped-IMG_1438-1.png?fit=358%2C80&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2021/10/cropped-IMG_1438-1bbcd.png	(from https://belledenavy.com/)
10:58:28	272266/272266	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Nov%202021%2014:28:37%20GMT	https://belledenavy.com/wp-content/uploads/2021/10/Knockout1.png	/home/marascientific/websites/sample%20website/belledenavy.com/wp-content/uploads/2021/10/Knockout1.png	(from https://belledenavy.com/)
10:58:29	1477060/1477060	---M--	200	added ('OK')	image/png	etag:%226f89bb2ced50fcc3%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/Website-landing-page-banner-2560-x-1708-px-5.png?fit=2560%2C1708&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/Website-landing-page-banner-2560-x-1708-px-591a8.png	(from https://belledenavy.com/)
10:58:30	168566/168566	---M-Z	200	added ('OK')	text/html	etag:%2210352-1645866400;gz%22	https://belledenavy.com/product-category/clothing/short-dresses/	/home/marascientific/websites/sample%20website/belledenavy.com/product-category/clothing/short-dresses/index.html	(from https://belledenavy.com/)
10:58:30	148646/148646	---MCZ	200	added ('OK')	text/html	etag:%2210338-1645777906;gz%22	https://belledenavy.com/product-category/clothing/	/home/marascientific/websites/sample%20website/belledenavy.com/product-category/clothing/index.html	(from https://belledenavy.com/)
10:58:31	132415/132415	---MCZ	200	added ('OK')	text/html	etag:%2210253-1645631572;gz%22	https://belledenavy.com/product-category/clothing/midi-dresses/	/home/marascientific/websites/sample%20website/belledenavy.com/product-category/clothing/midi-dresses/index.html	(from https://belledenavy.com/)
10:58:33	145686/145686	---MCZ	200	added ('OK')	text/html	etag:%2210335-1645775950;gz%22	https://belledenavy.com/product-category/clothing/plus-size/	/home/marascientific/websites/sample%20website/belledenavy.com/product-category/clothing/plus-size/index.html	(from https://belledenavy.com/)
10:58:33	132732/132732	---MCZ	200	added ('OK')	text/html	etag:%2210230-1645559444;gz%22	https://belledenavy.com/product-category/bags/	/home/marascientific/websites/sample%20website/belledenavy.com/product-category/bags/index.html	(from https://belledenavy.com/)
10:58:33	278698/278698	---M--	200	added ('OK')	image/png	etag:%22da2f71f5fa6f5f3d%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/Mobile-view-wesite-640-x-1040-px-1.png?fit=640%2C1040&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/Mobile-view-wesite-640-x-1040-px-1433c.png	(from https://belledenavy.com/)
10:58:34	47866/47866	---M--	200	added ('OK')	image/jpeg	etag:%223fd86db22e5f8578%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/BDN-Holiday-069-scaled.jpg?fit=1024%2C683&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/BDN-Holiday-069-scaleda9a3.jpg	(from https://belledenavy.com/)
10:58:34	1750045/1750045	---M--	200	added ('OK')	image/png	etag:%22740d112e988ec6fe%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/55ECEDA9-DC36-4637-86F1-3257596DB753.png?fit=2560%2C1708&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/55ECEDA9-DC36-4637-86F1-3257596DB75391a8.png	(from https://belledenavy.com/)
10:58:34	114301/114301	---M-Z	200	added ('OK')	text/html	etag:%2210207-1645537412;gz%22	https://belledenavy.com/product/virtual-gift-card/	/home/marascientific/websites/sample%20website/belledenavy.com/product/virtual-gift-card/index.html	(from https://belledenavy.com/)
10:58:35	139282/139282	---MCZ	200	added ('OK')	text/html	etag:%2210256-1645633924;gz%22	https://belledenavy.com/product-category/clothing/sale/	/home/marascientific/websites/sample%20website/belledenavy.com/product-category/clothing/sale/index.html	(from https://belledenavy.com/)
10:58:36	1618075/1618075	---M--	200	added ('OK')	image/png	etag:%226a6c324381ec29aa%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/luna-black-ront.png?resize=2500%2C3125&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/luna-black-ront048f.png	(from https://belledenavy.com/)
10:58:40	128701/128701	---MCZ	200	added ('OK')	text/html	etag:%2210274-1645664450;gz%22	https://belledenavy.com/product/luna-baguette-black/	/home/marascientific/websites/sample%20website/belledenavy.com/product/luna-baguette-black/index.html	(from https://belledenavy.com/)
10:58:40	93856/93856	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Mar%202022%2007:59:04%20GMT	https://belledenavy.com/my-account/	/home/marascientific/websites/sample%20website/belledenavy.com/my-account/index.html	(from https://belledenavy.com/)
10:58:40	145767/145767	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Mar%202022%2007:59:04%20GMT	https://belledenavy.com/cart/	/home/marascientific/websites/sample%20website/belledenavy.com/cart/index.html	(from https://belledenavy.com/)
10:58:40	489495/489495	---M--	200	added ('OK')	image/jpeg	etag:%2261626a9ec2154e03%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/249EA619-8DB6-4B62-B246-D8BBCDB22E0A-scaled.jpeg?resize=2048%2C2560&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/249EA619-8DB6-4B62-B246-D8BBCDB22E0A-scaled1487.jpg	(from https://belledenavy.com/)
10:58:42	129924/129924	---MCZ	200	added ('OK')	text/html	etag:%2210273-1645664446;gz%22	https://belledenavy.com/product/luna-baguette-ivory/	/home/marascientific/websites/sample%20website/belledenavy.com/product/luna-baguette-ivory/index.html	(from https://belledenavy.com/)
10:58:43	1514176/1514176	---M--	200	added ('OK')	image/png	etag:%22ddf3f06fd44ff245%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/luna-ivory-front.png?resize=2651%2C3313&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/luna-ivory-front8f74.png	(from https://belledenavy.com/)
10:58:48	136412/136412	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Mar%202022%2007:59:10%20GMT	https://belledenavy.com/?add-to-cart=6077	/home/marascientific/websites/sample%20website/belledenavy.com/index7e01.html	(from https://belledenavy.com/)
10:58:48	428856/428856	---M--	200	added ('OK')	image/jpeg	etag:%22e89eb1d5f4477d10%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/5D079BE3-BB48-43A4-8861-8B9FD09A5234-scaled.jpeg?resize=2048%2C2560&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/5D079BE3-BB48-43A4-8861-8B9FD09A5234-scaled1487.jpg	(from https://belledenavy.com/)
10:58:51	1866503/1866503	---M--	200	added ('OK')	image/png	etag:%22ad9daa262be75e7c%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/hourglass-bag-brown-2.png?resize=2289%2C2861&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/hourglass-bag-brown-23b4d.png	(from https://belledenavy.com/)
10:58:52	125542/125542	---MCZ	200	added ('OK')	text/html	etag:%2210275-1645664460;gz%22	https://belledenavy.com/product/hourglass-bag-brown/	/home/marascientific/websites/sample%20website/belledenavy.com/product/hourglass-bag-brown/index.html	(from https://belledenavy.com/)
10:58:52	1899572/1899572	---M--	200	added ('OK')	image/png	etag:%2231041235dc60c7fc%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/hourglass-black-close.png?resize=1800%2C1800&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/hourglass-black-closeab56.png	(from https://belledenavy.com/)
10:58:58	139199/139199	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Mar%202022%2007:59:21%20GMT	https://belledenavy.com/?add-to-cart=6076	/home/marascientific/websites/sample%20website/belledenavy.com/indexbafb.html	(from https://belledenavy.com/)
10:58:59	2075522/2075522	---M--	200	added ('OK')	image/png	etag:%229ca02bc18f16b92e%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/hourglass-brown-1.png?resize=2821%2C3527&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/hourglass-brown-11784.png	(from https://belledenavy.com/)
10:59:00	1846016/1846016	---M--	200	added ('OK')	image/png	etag:%22014800e433f41192%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/hourglass-bag-black-1.png?resize=2798%2C3498&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/02/hourglass-bag-black-1a4e6.png	(from https://belledenavy.com/)
10:59:03	126780/126780	---MCZ	200	added ('OK')	text/html	etag:%2210276-1645664468;gz%22	https://belledenavy.com/product/hourglass-bag-black/	/home/marascientific/websites/sample%20website/belledenavy.com/product/hourglass-bag-black/index.html	(from https://belledenavy.com/)
10:59:03	259836/259836	---M--	200	added ('OK')	image/jpeg	etag:%2207eaf38c2a7fcfe3%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/AFC368AB-E846-49F9-B608-99632CF8BD9A-scaled.jpeg?resize=1828%2C2560&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/AFC368AB-E846-49F9-B608-99632CF8BD9A-scaledd3a4.jpg	(from https://belledenavy.com/)
10:59:03	574013/574013	---M--	200	added ('OK')	image/jpeg	etag:%22cb323de1d65bbb84%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/BC21C9E5-9D27-42B6-95E4-ACCF66CD95CE-scaled.jpeg?resize=1828%2C2560&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/BC21C9E5-9D27-42B6-95E4-ACCF66CD95CE-scaledd3a4.jpg	(from https://belledenavy.com/)
10:59:04	462802/462802	---M--	200	added ('OK')	image/jpeg	etag:%224ceedce3210e94aa%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/842D04E5-94AC-4029-82BD-B5F6951A18F8-scaled.jpeg?resize=1828%2C2560&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/842D04E5-94AC-4029-82BD-B5F6951A18F8-scaledd3a4.jpg	(from https://belledenavy.com/)
10:59:07	209492/209492	---M--	200	added ('OK')	image/jpeg	etag:%22e89d1ff7171575eb%22	https://i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/A6F3D417-1094-4627-926C-3639124222B7-scaled.jpeg?resize=1828%2C2560&ssl=1	/home/marascientific/websites/sample%20website/i0.wp.com/belledenavy.com/wp-content/uploads/2022/01/A6F3D417-1094-4627-926C-3639124222B7-scaledd3a4.jpg	(from https://belledenavy.com/)
